mean_fij	sd_fij	alpha	rs	R2_stitching	R2.identity_stitching	relError.mean_topbot10_stitching	relError.sd_topbot10_stitching	R2_topbot10_stitching	R2.identity_topbot10_stitching	R2_reg1	R2.identity_reg1	relError.mean_topbot10_reg1	relError.sd_topbot10_reg1	R2_topbot10_reg1	R2.identity_topbot10_reg1	R2_reg2	R2.identity_reg2	relError.mean_topbot10_reg2	relError.sd_topbot10_reg2	R2_topbot10_reg2	R2.identity_topbot10_reg2
0	0.233333333333333	0	0.220947472510542	0.99513621420452	0.995108703759478	0.0314999970029506	0.027660535489194	0.998887725350281	0.9988619009471	0.967885502826554	0.965451511216916	0.107538077177433	0.0733392988748658	0.989367573939587	0.983401565898056	0.998169647899077	0.997988400992316	0.0319201475398617	0.0213854345566634	0.999228050784351	0.998870349403366
0.333333333333333	0.233333333333333	0	0.390255342822355	0.995569486189102	0.995438700345017	0.033546217706275	0.0216850650017408	0.999104536509645	0.9989214177181	0.926081194464102	0.921133013395906	0.251752756718725	0.179343948742925	0.964460286861041	0.938703497562494	0.997972465388131	0.997692792456145	0.0360774497395886	0.0296149872313138	0.999162396622537	0.99848486974498
0.666666666666667	0.233333333333333	0	0.365060459864858	0.993656321121963	0.993447419698328	0.513681144669906	0.740543718462755	0.997523546253056	0.997429420828633	0.927269394161679	0.917272093383516	1.70543188102889	2.74141209101232	0.977973631312458	0.915013607958798	0.998243765947765	0.997902608424112	0.444705837305345	0.568053096436249	0.99881022796544	0.998019219668364
1	0.233333333333333	0	0.366786056339094	0.99663693293358	0.996445244899303	2.43038258958947	7.91697064930154	0.997408855456491	0.997343591432202	0.926475074428665	0.913335267541293	5.52085146534831	15.3395577202883	0.981401360330814	0.905650941389055	0.997743579722831	0.997564191932057	1.36672676831897	3.09472183546465	0.998703563809834	0.998031683773348
-1	0.366666666666667	0	0.541381598846041	0.991400199036231	0.990725211185335	0.131580442097025	0.124559182047113	0.99464615193006	0.994097241489159	0.85084911033034	0.830670377798262	0.37797470993913	0.157185317881254	0.962658158571267	0.828279647724517	0.997876643355439	0.997753208552869	0.0442247820516306	0.0427821956040157	0.999513298422727	0.998813610476035
-0.666666666666667	0.366666666666667	0	0.486685809277646	0.99302147736232	0.992535631314094	0.218030156441357	0.358620261661398	0.99551322188714	0.9952103965656	0.874095321702846	0.856548467381996	0.569661350484235	0.776883571860029	0.972575596443089	0.865008892601371	0.99836038713072	0.998000400671733	0.13958904053082	0.160704643707955	0.999507308796829	0.998260975027605
-0.333333333333333	0.366666666666667	0	0.272142493052033	0.993023036508654	0.992952613339769	0.0924347554416714	0.172087637536224	0.999143358207708	0.999111396363779	0.951189554053305	0.946119199867839	0.448969078819254	0.65059190464673	0.989882532728505	0.960740370088168	0.997995862863031	0.997635570024451	0.244473347197557	0.550285638663072	0.99898628793157	0.99835732371067
0	0.366666666666667	0	0.368119360430579	0.982880739660957	0.982763186999537	0.0729340778084498	0.134533401772159	0.996147404345668	0.995941429763042	0.900928246509981	0.890777021570733	0.215953925035714	0.267553245401091	0.977239587130561	0.945368703706921	0.998118966275075	0.997789040011594	0.0325244410772016	0.0389602757920581	0.999508959432963	0.999301117469072
0.333333333333333	0.366666666666667	0	0.367379042183917	0.993717618705605	0.993578376164568	0.803541935620244	2.07592191664636	0.99731804706135	0.997168688003201	0.916548766332171	0.90542553518108	1.25351880496451	1.83705400299245	0.975066070174088	0.909726166472579	0.998373857688215	0.997710929629817	0.317158053218413	0.514087292837716	0.998749143937093	0.997521842732124
0.666666666666667	0.366666666666667	0	0.21554797556754	0.998544120809583	0.99849347668374	0.107487841136404	0.185110700727767	0.999289356808959	0.999261363647567	0.972929086807533	0.968543398052533	0.344143296454695	0.452671630163686	0.988456629638948	0.966981914017369	0.997915414278441	0.997413752474985	0.217456198473627	0.348908465544062	0.998254178695913	0.997360508205932
1	0.366666666666667	0	0.376527061692278	0.995108707618049	0.994904685461445	2.06453723917826	6.03409966125524	0.996882486536797	0.996544411182915	0.918052340921524	0.90350351437477	5.16257793338666	12.2779635899018	0.970781325998088	0.897456259900303	0.998161171200926	0.997730445360402	1.30318405856731	3.24539696172084	0.998690272045265	0.997774732087546
-1	0.5	0	0.488469898807426	0.992815789219646	0.992362452691867	0.170815603681848	0.209467975521532	0.996906463145059	0.996227823876067	0.882857359036203	0.868649992247026	0.553904885823255	0.618866025305148	0.949814150496586	0.86339008979816	0.997599755573915	0.997559564955049	0.0938860857760334	0.116709733158027	0.999034668459058	0.998469905984504
-0.666666666666667	0.5	0	0.470856052289439	0.974961969733829	0.973569612696133	0.111537460136223	0.0799168603002583	0.987036995737319	0.983764102897416	0.876995719017154	0.866307123496787	0.293414477940697	0.177379607479048	0.91547976467152	0.885627012001488	0.998011190824711	0.997752921354057	0.027721183712006	0.0205892609705644	0.999347644468023	0.998965247663524
-0.333333333333333	0.5	0	0.414988119126112	0.992025923077007	0.991857849284638	0.0786378291189901	0.0789637927055938	0.996961663468528	0.996106942177435	0.903606342611645	0.89494033920799	0.330432233477353	0.297173991874784	0.949123325416548	0.902334532668834	0.997860911365766	0.997712194598717	0.0341145434532095	0.030772272101905	0.9995387052072	0.999119651044133
0	0.5	0	0.369452284550008	0.970447162527005	0.969848852627075	0.136551697889487	0.169976856598422	0.994265342580155	0.992334233053108	0.892786469956467	0.881316446643683	0.429710993242294	0.597880859171014	0.966487168759164	0.93098605708595	0.997902402491478	0.997756878394422	0.107300979006341	0.163502897891553	0.999314415274685	0.998303741680665
0.333333333333333	0.5	0	0.444976112874011	0.989349385842273	0.989156440762817	1.40314588168983	2.71123760971775	0.996436429909298	0.996400692445496	0.886674265884789	0.872254194259901	4.84903958095191	13.4486433534759	0.96349498877727	0.875802470208533	0.99771499635155	0.997528488542872	1.18051652632016	2.4513283927873	0.999354314957706	0.99880811710311
0.666666666666667	0.5	0	0.480818139057749	0.98789451314165	0.987219146309506	0.223080771458886	0.422285955264103	0.9950554935466	0.994563243135687	0.878255527738176	0.864448305058008	0.643968297112672	0.737060855502705	0.963369365803288	0.867020655157996	0.99768581408089	0.997595453704011	0.0986541640605268	0.114669407181386	0.999306134564785	0.998686429826388
1	0.5	0	0.369272922767316	0.995813932373558	0.995668092391512	0.609587031578548	1.05480782266621	0.99728015148979	0.997107762026506	0.92523459443779	0.913303657675328	1.16637837422082	1.13166514318896	0.979205269692421	0.906066445496041	0.997696526265712	0.997551316071105	0.622004563047098	1.56023660664773	0.999255921182619	0.998356201896474
-1	0.633333333333333	0	0.562885605244619	0.990874937530099	0.99016339970657	0.11345334516317	0.111793997800561	0.997980717504252	0.996751502228801	0.852213702155708	0.840970086979591	0.425177507088857	0.268741921069038	0.955069307013019	0.855188820874662	0.997668877823465	0.997564671584891	0.0477783560340264	0.0367034123027654	0.999326877300043	0.998892519759361
-0.666666666666667	0.633333333333333	0	0.432362543248483	0.992756765462324	0.992572413617817	1.33060275866521	3.26853151121867	0.995532649828623	0.995036599846658	0.89970959830626	0.888366707709713	2.6442703972386	6.11830418584914	0.951325286277176	0.887944995407578	0.998042966961849	0.997838539950963	0.543769463183538	1.01797712172604	0.998957843118	0.998452538363379
-0.333333333333333	0.633333333333333	0	0.262003752541076	0.994279246480369	0.994208362744748	0.290474029587913	0.535147489191717	0.998283564840162	0.998130630977846	0.95898619204386	0.95498007975687	0.895769405188321	1.59497796231044	0.977217825818073	0.966804369047592	0.998075071008844	0.997847052827912	0.37420961700887	0.535056179978948	0.999186863176914	0.998330006442488
0	0.633333333333333	0	0.839095926074841	0.964077407556356	0.962124078777202	0.12940744423432	0.0948502203427507	0.989050467644287	0.980021601691638	0.70478285791851	0.681828911529114	0.469936947331913	0.203534088146624	0.919216623792579	0.758412147090453	0.998215228545521	0.997720211543902	0.0318306934244895	0.0204192939583223	0.999547289361793	0.998948223563127
0.333333333333333	0.633333333333333	0	0.441213241406179	0.986267169145423	0.985812055903897	0.206471978591808	0.281570464150145	0.998028459859724	0.997295254691467	0.901692201261807	0.89045454736588	0.954496819349919	1.21038982223479	0.96291770049799	0.922562268473045	0.998073942762344	0.997837052769154	0.125314723840282	0.177373523247038	0.999550713348304	0.998961397926774
0.666666666666667	0.633333333333333	0	0.46147202141232	0.97950342825927	0.978829960141193	0.690209127272056	1.1895256797473	0.995643283928646	0.994755064784329	0.891244537183113	0.878271518834177	2.58439302983766	4.29399510521134	0.958489907847724	0.908894067271339	0.998099850353265	0.997842645911215	0.390021285564424	0.619474416775708	0.999365180367734	0.998793344319547
1	0.633333333333333	0	0.598363707075751	0.98067427611862	0.979358287253277	0.169078752847613	0.248589213128184	0.995485690572329	0.990969450938755	0.817292489103513	0.804812973302581	0.565626926182909	0.634870873172223	0.938511593179143	0.832348436109363	0.997743861178898	0.997584192941547	0.0457202310307082	0.0487193652958323	0.999569953583224	0.999080392017976
-1	0.766666666666667	0	0.553814116564926	0.980293872338304	0.97915376130628	0.27821583211677	0.463862281623763	0.996029185139772	0.995108670483417	0.825249467702463	0.810188674422557	1.49459009326528	2.97891002365067	0.967948719470447	0.859821888930511	0.998151824960739	0.99798725343248	0.267191990727607	0.523263784935719	0.999455547989011	0.998868229070102
-0.666666666666667	0.766666666666667	0	2.08902714404833	0.90136709690506	0.890062644966605	0.797468366440248	1.19260124318691	0.938284932165138	0.908928847994849	0.0683025165871171	0.0627883803861371	2.73897365614444	3.21278258418689	0.579591546489383	0.115614690743924	0.998204746462518	0.997518083811873	0.144120360154756	0.2993836625733	0.999157540794825	0.998185252916234
-0.333333333333333	0.766666666666667	0	0.620176364992185	0.970517198067573	0.969891317187346	0.0893689643839027	0.0588109470582698	0.995925505778108	0.99125638335739	0.805869601938745	0.793334875636436	0.340765564089319	0.160888819875866	0.958714359223196	0.857209210503092	0.998080939580281	0.99761222377002	0.0368563562158686	0.0301144293633496	0.999388141652232	0.998536651413123
0	0.766666666666667	0	0.620574201483777	0.961339342000764	0.9601200711478	0.0865348387357763	0.0887072086993214	0.990807464456833	0.984624205933248	0.829247915548266	0.810299975881604	0.330139589695779	0.18708674982529	0.938955571655676	0.854062606416756	0.997884390335824	0.997613025572693	0.024654986515808	0.0158630177942531	0.999716586170983	0.999258276095802
0.333333333333333	0.766666666666667	0	0.664586042648681	0.953906771136008	0.949430037768421	0.133279117610087	0.0997166089831705	0.987195552228992	0.97598590065544	0.780612349351866	0.758060154425116	0.413702259709891	0.281092262772287	0.933130500907258	0.841237864314393	0.998015114188339	0.997699839186712	0.0283763564283607	0.0230769259104297	0.999404950800721	0.999076962750858
0.666666666666667	0.766666666666667	0	0.89070130634627	0.922024891430963	0.914627244551304	0.19971069316086	0.131972250749046	0.988176814786802	0.960384179730423	0.631679869847178	0.607208133385679	0.555506726860129	0.224012150988394	0.925679807734443	0.690015225306783	0.997933380357568	0.997646317208514	0.0255240882362485	0.0129353242092715	0.999789057817015	0.999192131394598
1	0.766666666666667	0	0.461522183209286	0.988204700227931	0.987749560104912	0.167043990464688	0.232756267015943	0.996823213779364	0.996057445632972	0.89100067039047	0.883515837810562	0.529372923474678	0.580380184419885	0.965167922596187	0.910001636133027	0.998180096873886	0.997962660172425	0.0693344126016008	0.0825013871982316	0.999594681455934	0.999143327923767
-1	0.9	0	0.590544741504514	0.978664443508655	0.977557940830015	0.184355067406944	0.246067041940148	0.994242616314466	0.991863373265353	0.800621151341614	0.781338828285442	0.456328007189272	0.25361938992575	0.949580036583706	0.81240793163012	0.997712142863507	0.997609942477676	0.0664174941628791	0.0662702320662339	0.999450299985241	0.998875877914063
-0.666666666666667	0.9	0	0.629800444515868	0.976350373517978	0.975067886842903	0.307991815176162	0.387698475080403	0.994335420929909	0.989935799166782	0.834148307178393	0.815202046408715	0.653513902102217	0.805721840327028	0.942988640194506	0.876505268604522	0.998146916150503	0.997917567823188	0.0923139100141166	0.115930299412075	0.999474633573643	0.998684109203327
-0.333333333333333	0.9	0	0.778033282914091	0.981932655405856	0.98065861005926	0.0898610248384587	0.0608440067082888	0.996151030642517	0.993254062889548	0.732755911353069	0.720371112937097	0.476699481134961	0.234528844724682	0.968310821876215	0.82346160432904	0.998178781651348	0.997718471523285	0.0486566991991552	0.0443966583411913	0.999153871831495	0.998503964455703
0	0.9	0	1.37612245991902	0.77068763212053	0.740096493955822	0.914600494035092	0.953334193523899	0.897880730567626	0.81327600257439	0.28275216563644	0.270514218356176	1.52861918443399	1.44212198959496	0.532863766148297	0.337404706402251	0.998400079113175	0.997754607153933	0.0688352554412597	0.114656823248319	0.998917004940655	0.998267251942442
0.333333333333333	0.9	0	0.777525787255412	0.966059801408979	0.963823495834523	0.268801509123884	0.275223303257817	0.992437457645222	0.982429008890708	0.717524286212314	0.689080952391135	0.860035979472521	0.76716615601222	0.941622293426075	0.763005174164717	0.998131726893199	0.997911548912093	0.0533256735763907	0.0703065084050119	0.999827091112761	0.999318306108248
0.666666666666667	0.9	0	0.727130231479245	0.961586772261942	0.957224126167357	0.274235142764105	0.369234281940889	0.981835255856947	0.973924558154679	0.714371534268958	0.690916713382727	0.771843400406029	0.864879668035254	0.829258976224894	0.708423232325266	0.997461548794906	0.997404684382206	0.0637902383707618	0.0763017767406911	0.998994470234416	0.998387262786219
1	0.9	0	0.51515937907278	0.985298730058144	0.984719861045772	0.26311268985042	0.362975690398857	0.99432260754681	0.993450977082935	0.85192007842022	0.838785939895317	0.800122853397915	1.28445836367404	0.93106477744795	0.85792653714067	0.998297952072168	0.998054714347372	0.0984968884492509	0.167100741783707	0.999503044346587	0.998585842280761
-1	0.1	0.111111111111111	0.42887008063207	0.978977874599018	0.978317727161863	0.168552075075813	0.201740904367133	0.988930112393843	0.988023956715307	0.911577449148368	0.900395499920204	0.38030080121262	0.329333291575339	0.959238948375411	0.914067217785703	0.980775302623688	0.980684499631639	0.143343260673446	0.209801159781597	0.99095226835887	0.990814095819755
-0.666666666666667	0.1	0.111111111111111	0.449750251750157	0.978069503333584	0.977169779847658	0.335052620506749	0.46502237207542	0.994211021929001	0.989345024328772	0.915505472257194	0.899795414568813	0.653288681498788	0.809191998934096	0.962733873011462	0.906922531715211	0.984200582475466	0.984109247689482	0.297950111181143	0.398175155562512	0.995420065998028	0.99270641667452
-0.333333333333333	0.1	0.111111111111111	0.292273348598876	0.9828118695569	0.982560332041459	5.53492382242226	19.2434918346947	0.993107511773665	0.99283560370819	0.960013178509395	0.956360880356275	6.23777432086259	19.2762648696254	0.981323151700308	0.966924885624033	0.981559331271416	0.981339085168286	6.23645870528211	21.8064496612856	0.992229224662657	0.991655138383864
0	0.1	0.111111111111111	0.260000803372684	0.973338006793446	0.973337298517959	0.155612692024752	0.187299740679232	0.992710396999622	0.990703563539459	0.954328430249378	0.951148356097035	0.23716314370898	0.365159411228151	0.989875522765073	0.975845010852136	0.978989471779443	0.978141181488952	0.176166764696327	0.221630045584912	0.996543325161963	0.990706302072863
0.333333333333333	0.1	0.111111111111111	0.336995004521972	0.980372477802164	0.980066986160623	5.46228134744223	12.4672092364962	0.989678123693859	0.988552380530634	0.938566567157891	0.929825982221561	5.15793584938894	10.5989064727014	0.975348701846507	0.932395754361176	0.97904022866873	0.977726923691178	4.50339624233517	12.4471451459242	0.990456806900222	0.98799293582331
0.666666666666667	0.1	0.111111111111111	0.519357535312443	0.969320503871727	0.967079011270024	0.0941447989128367	0.0842643808116188	0.987708787562547	0.980522936795453	0.871593395608602	0.855677639586872	0.292797315359541	0.135279670646746	0.941789061809158	0.880412791584311	0.980644910811839	0.980519730995919	0.0692447979991896	0.0552356850758637	0.994475508401158	0.99290258929522
1	0.1	0.111111111111111	0.340918870826572	0.982736371118018	0.982679368552235	0.293751381934972	0.457509336080922	0.994300811641025	0.994211910229235	0.927390237202889	0.916065050119307	0.694116863367092	0.750110106882988	0.975631709180508	0.912928983624487	0.978900410730685	0.978702976415035	0.274729208320363	0.436098559809642	0.993915091497766	0.993121930231684
-1	0.233333333333333	0.111111111111111	0.374742214438331	0.98248956944093	0.982242333844465	1.80370712727296	4.9232724166366	0.994643395106248	0.992812617342414	0.917381641546677	0.906101384358447	5.71407549255078	17.6985882631915	0.978793821525816	0.912036641771774	0.979188395007443	0.97878894838304	0.921816167441546	1.51915327956078	0.9933570576376	0.990206638258562
-0.666666666666667	0.233333333333333	0.111111111111111	0.48677548238908	0.96933288694213	0.968707568841625	0.318832232576414	0.448842949429709	0.988099054239541	0.985515815400901	0.886563852805033	0.868145045612186	0.691066602239664	0.743072212089968	0.951464756287005	0.875759356429411	0.97523190999518	0.975125291234114	0.176516449145412	0.232370176835093	0.991677859847914	0.990224456310543
-0.333333333333333	0.233333333333333	0.111111111111111	0.317092756474603	0.989526294522625	0.9892238174684	0.246220365203718	0.330508900776653	0.996459663866894	0.996039754696841	0.957504598254158	0.952683761091215	0.489552502767651	0.760494347652313	0.984350660479781	0.96109139684076	0.98849468591549	0.988439599904611	0.304890781899552	0.356467040794656	0.995627066397035	0.995343499166802
0	0.233333333333333	0.111111111111111	0.300432038263845	0.97313048141801	0.973127092833372	0.0877406438191527	0.0699026828997622	0.990523850820364	0.989154221738292	0.945707811587339	0.942630999932215	0.177695894532849	0.0766345902940831	0.981031081647426	0.962535623819983	0.97580857296065	0.975200602544785	0.0787739327269116	0.0657766702498805	0.993153087178123	0.990610325654693
0.333333333333333	0.233333333333333	0.111111111111111	0.363556025111039	0.959595830020614	0.959445176287684	0.111706947084905	0.152533384699751	0.979715710802455	0.9764215061306	0.917916880646655	0.907176008125408	0.216987561333781	0.201878134543743	0.961021011502328	0.931275665264951	0.975462238399388	0.975226115449465	0.0970862485462273	0.0845283747922752	0.990042543653385	0.987477580026556
0.666666666666667	0.233333333333333	0.111111111111111	0.395735201186215	0.980709436576033	0.980439361345674	0.696096745755089	1.32543325300967	0.990453842815946	0.989060507509394	0.911193133309747	0.902553819885663	1.42679504872859	2.05697546513901	0.954904228623767	0.906310928031077	0.982518550604704	0.982435978720911	0.537768268676913	1.07918203569895	0.991442364597258	0.990167469957033
1	0.233333333333333	0.111111111111111	0.583847343121424	0.975776419855125	0.974350531376726	0.165944577803198	0.193291305060109	0.992513746892813	0.987536232847386	0.842784365280887	0.826959348008627	0.364778089442951	0.186229415193719	0.941754045528066	0.837342630192945	0.984417352521009	0.984334515826541	0.117967656571672	0.145224183505995	0.993394161671792	0.992452294944164
-1	0.366666666666667	0.111111111111111	0.564292236046981	0.964250921733329	0.963455656836972	0.14732091335041	0.175458522509692	0.992552398826485	0.990034397562932	0.849946535021102	0.837919304530108	0.34853644970321	0.294317384823574	0.946234950368252	0.856684151759324	0.976831122710277	0.97678088949834	0.0919876237781876	0.102826815427994	0.996637559224633	0.995862615709345
-0.666666666666667	0.366666666666667	0.111111111111111	0.546770014990268	0.981642987447188	0.980880444277266	0.24273228506043	0.341357887167844	0.990536762452837	0.988639447798715	0.863667465784243	0.851091466094977	0.627236212235009	0.917322341406275	0.933457121227853	0.862774160321933	0.985997518687557	0.985906559458303	0.160779007203441	0.191171603316694	0.992514977787971	0.991869498800561
-0.333333333333333	0.366666666666667	0.111111111111111	0.365472980491878	0.979149821368072	0.978802072968099	0.15363871335959	0.122817585528607	0.989052070839375	0.988502278779433	0.93819766712313	0.92900073854957	0.323222859609979	0.314555839092152	0.96782451296491	0.941893037644251	0.979128931296471	0.979054580009354	0.131352890979443	0.103107318251985	0.988671178751472	0.98848016695593
0	0.366666666666667	0.111111111111111	0.39637627919905	0.95713810793939	0.957096146360437	0.375808589654255	0.586195488959243	0.986941163561029	0.986442656644652	0.90224427238566	0.89057412691195	0.997688520540172	2.20358002462653	0.97351681190437	0.949047321493574	0.979105633525927	0.978850868513749	0.455614359938964	1.1610081905604	0.992891896653228	0.992152216412105
0.333333333333333	0.366666666666667	0.111111111111111	0.50227973875771	0.955996073242564	0.955491884756089	0.165979023027156	0.177759294888999	0.976519908165604	0.974360547647692	0.871405978027461	0.856422968581836	0.322211206069949	0.263920759386184	0.966626626283458	0.916677364408724	0.980809520771303	0.98053445410803	0.138730807946737	0.12469498360365	0.989113530311988	0.986310125456715
0.666666666666667	0.366666666666667	0.111111111111111	0.535705600014977	0.974149642314895	0.973467717467786	0.376839710547095	0.458754845457835	0.991604552663785	0.987360976624432	0.853600115252351	0.840357914972397	1.2596171339843	2.34514751005733	0.926476804457636	0.831140778814546	0.976191116851297	0.976110069406746	0.375070977273993	0.540294981138486	0.990390987332818	0.987263414007897
1	0.366666666666667	0.111111111111111	0.500904896792709	0.970118210298348	0.969176304613245	0.508956599271402	0.834165549579354	0.986925802865989	0.984179816405304	0.869325620637019	0.854104064930938	1.18544637959427	1.70859197273974	0.94836398172456	0.859712924361596	0.972552247528827	0.972301682789814	0.650977715899355	1.04065084557464	0.989967648014761	0.986836038577282
-1	0.5	0.111111111111111	0.513769418299175	0.977402950834487	0.977009378125541	0.391959220513386	0.545042654996743	0.988901683370036	0.987306694807263	0.856272564580037	0.839688970470881	1.19905390051437	1.4334660732671	0.944969879795644	0.84811700402164	0.984534217801193	0.984446849001076	0.299418829425373	0.708696036995432	0.996881903509788	0.995634038731671
-0.666666666666667	0.5	0.111111111111111	0.553562215976948	0.957643037258098	0.955892402125948	0.341882756189585	0.725326712902834	0.99085667945744	0.983873563506049	0.82936213148773	0.811565056353706	0.751966086787478	1.20972907123203	0.955206710120268	0.85986640339478	0.975294311779159	0.974981457003664	0.188201511982884	0.250439976963353	0.995463869949074	0.99295129217746
-0.333333333333333	0.5	0.111111111111111	0.388821549255593	0.967467552527069	0.967423976263219	1.14358222053778	2.30932355824858	0.991071575309006	0.988912874473608	0.900000532248991	0.892559554508249	1.7987030636988	2.45883529227166	0.966948126483043	0.91858582733457	0.97950504226018	0.977629877752632	1.85401841841863	3.06949495734671	0.997275802429964	0.988864881767639
0	0.5	0.111111111111111	0.401953207168579	0.959282015705715	0.959251616296371	0.12237766290348	0.10635523014469	0.981484824644183	0.979457270410194	0.914098430268298	0.90320317604971	0.222756502039211	0.164269351848895	0.972507478612885	0.939968852315522	0.969413400908347	0.968931611282719	0.122421883563246	0.0991137899711273	0.984512284268694	0.98274249603575
0.333333333333333	0.5	0.111111111111111	0.550035662062195	0.95385578344055	0.953573729840148	0.10753081105211	0.102805185599557	0.98881514425371	0.983711305196888	0.855978803064165	0.84478704486816	0.314157634535702	0.224475630345238	0.956737016188408	0.878602105182077	0.975337111086767	0.975167613775791	0.0927567679802696	0.0800621132294474	0.990984483766146	0.988448076681988
0.666666666666667	0.5	0.111111111111111	0.403857935229063	0.956356465674607	0.956356053969067	0.221477802796729	0.369472418482258	0.974948128657857	0.974355178651053	0.890301314092799	0.881113643677894	0.464356635089752	0.700092043267526	0.960648948761628	0.90763030259765	0.972582373824265	0.970474513035112	0.251166698929839	0.261040978475106	0.980838113734767	0.976521431994885
1	0.5	0.111111111111111	0.507459007518961	0.970505257007162	0.969775886149108	6.13966312281595	20.0290321768115	0.993275806262519	0.990577491133084	0.849562913495469	0.834290922703645	12.454647522777	40.1460068267328	0.951639974159473	0.855530576190522	0.976679599680537	0.976584948641158	2.99045215433846	9.10162615900811	0.992435242923982	0.991050615457917
-1	0.633333333333333	0.111111111111111	0.572150454614962	0.972487326688145	0.972085511201694	0.269423750378957	0.227137121315906	0.98663556592327	0.985000854263442	0.83761455211512	0.817460021006129	0.613300231589094	0.456918475945756	0.93443216908146	0.824734369957167	0.980094552179491	0.980078268559821	0.209588692756561	0.215347268617449	0.994321655865839	0.993250022022504
-0.666666666666667	0.633333333333333	0.111111111111111	0.450883937912634	0.974930170777571	0.974657164827576	0.438327765890064	0.524714919819389	0.988500723417787	0.987968977464755	0.904104997020287	0.892107153714791	0.724896276161317	0.869848241395898	0.967959972187151	0.906811588221686	0.975516741933553	0.975404260310291	0.542997899100186	0.743583940317929	0.989915702543431	0.988744710032355
